Mes	Año	Descripción Centro	Organismo	Número Contrato	Número Expediente	Descripcion	Tipo Contrato	Procedimiento Adjudicación	Artículo	Apartado	Criterios Adjudicación	Plazo	Empresa	NIF/CIF Adjudicatario	Fecha Adjudicación	Fecha Formalización	Número Derivado	Objeto Derivado	Presupuesto Total	Importe Adjudicación	Plazo Derivado	Fecha Aprobación Derivado	Fecha Formalización Derivado	Id
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	438	711/2015/20937 RLL.- DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS RELATIVAS A LA EJECUCIÓN INMEDIATA, POR PROCEDIMIENTO DE EMERGENCIA, EN LA CALLE DE AMALIA Nº 1 DE MADRID.	348	347,88 €	0,2	19/11/2015	30/11/2015	1745
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	439	711/2015/19998   CONTRATO DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD, DE LAS OBRAS DE ACTUACIÓN EN EDIFICIOS O ESPACIOS MUNICIPALES, POR PROCEDIMIENTO DE EMERGENCIA, EN PLAZA DE ALLOZ, Nº 3 –C.E.I.P. REPÚBLICA DE COLOMBIA.	181	180,85 €	1	25/11/2015	30/11/2015	1746
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	440	711/2015/19635 CONTRATO DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS RELATIVAS A LA EJECUCIÓN INMEDIATA POR EL PROCEDIMIENTO DE EMERGENCIA, EN LA CALLE DE LA DUQUESA DE TAMAMES Nº 5.	604	603,55 €	0,56	25/11/2015	02/12/2015	1747
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	441	711/2015/20891C/ VILLALOBOS 53	1027	1.027,42 €	4	01/12/2015	10/12/2015	1748
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	442	711/2015/21022  CONTRATO DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS RELATIVAS A LA ACTUACIÓN EN EDIFICIOS O ESPACIOS MUNICIPALES, POR PROCEDIMIENTO DE EMERGENCIA, EN LA CALLE CERECINOS, Nº 8, C.E.I.P. “REPÚBLICA DE VENEZUELA”.	886	886,12 €	2,16	25/11/2015	30/11/2015	1749
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	443	711/2015/17896 DERIVADO DESERVICIOS COORDINADOR SEGURIDAD Y SALUD OBRAS EJECUCIÓN INMEDIATA EN CALLE EMERENCIANA ZURILLA, Nº 15	36	35,55 €	0,53	19/11/2015	30/11/2015	1750
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	444	711/2015/21082 DERIVADO DE SERVICIOS COORDINADOR SEGURIDAD Y SALUD OBRAS DE EJECUCIÓN INMEDIATA EN CALLE DUQUESA DE TAMAMES, Nº 5.	1946	1.946,38 €	0,96	25/11/2015	30/11/2015	1751
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	445	711/2015/19324 PLFCONTRATO DERIVADO DE SERVICIOS DE LAS OBRAS DE ACONDICIONAMIENTO, LIMPIEZA Y VALLADO DE SOLARES EN CALE SIERRA VIEJA C/V MONTESANTO Y OTRAS.	711	710,55 €	0,7	04/12/2015	11/12/2015	1752
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	446	711/2015/20755 EBM.- CONTRATO DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS DE EJECUCIÓN INMEDIATA POR EL PROCEDIMIENTO DE EMERGENCIA EN CALLE HUMILLADERO Nº 16.	161	160,54 €	3,6	09/12/2015	14/12/2015	1753
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	447	711/2015/21706 CR. PLAZA ALLOZ,3. CEIP REPÚBLICA COLOMBIA	3170	3.169,68 €	1,3	09/12/2015	14/12/2015	1754
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	448	711/2015/21761AVDA. PRINCIPAL 1	2312	2.311,57 €	4,26	10/12/2015	15/12/2015	1755
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	449	711/2015/21090   CONTRATO DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS DE “ACONDICIONAMIENTO DE SOLAR MUNICIPAL EN LA CALLE VALDEYEROS C/V A LA CALLE RAMÓN GÓMEZ DE LA SERNA, DEL DISTRITO DE FUENCARRAL-EL PARDO”.	195	194,80 €	0,33	04/12/2015	11/12/2015	1756
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	450	711/2015/21229Pº. DE LA CASTELLANA - ESTRUCTURA VI-0507	889	888,83 €	0,1	04/12/2015	14/12/2015	1757
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201300362	711/2012/14173	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES DEL LOTE/ZONA 2 EN EL TÉRMINO MUNICIPAL DE MADRID	Servicios	Negociado	170.	c)		32,43	U.T.E. URBEX ARQUITECTURA, S.L.P., ARRANDO 7 PROYECTOS, S.L. Y PARALELO 39 IDEAS Y PROYECTOS, S.L.	U86659521	12/03/2013	17/04/2013	22	711/2015/22181 PLFCONTRATO DERIVADO DE SERVICIOS PARA LA REDACCIÓN DE 711/2015/22181 PLFINSPECCIONES TÉCNICAS DE EDIFICIOS Y LA ELABORACIÓN DE LAS ACTAS CORRESPONDIENTES EN EJECUCIÓN SUBSIDIARIA, ZONA 2ª (NÚMERO 01/2015.. 	1281	1.280,76 €	0,3	30/11/2015	03/12/2015	1758
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201300362	711/2012/14173	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES DEL LOTE/ZONA 2 EN EL TÉRMINO MUNICIPAL DE MADRID	Servicios	Negociado	170.	c)		32,43	U.T.E. URBEX ARQUITECTURA, S.L.P., ARRANDO 7 PROYECTOS, S.L. Y PARALELO 39 IDEAS Y PROYECTOS, S.L.	U86659521	12/03/2013	17/04/2013	23	711/2015/19963  CONTRATO DERIVADO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES ZONA 2 (6/2015).	12919	12.918,61 €	0,33	28/10/2015	12/11/2015	1759
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201300363	711/2012/14158	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES DEL LOTE/ZONA 1 EN EL TÉRMINO MUNICIPAL DE MADRID.	Servicios	Negociado	170.	c)		32,43	U.T.E.  AROCA Y ASOCIADOS, S.L./AROCA ARQUITECTOS, S.L.P./MARÍA SANTÍSIMA DE ALBENDIN, S.L.P	U86661980	12/03/2013	17/04/2013	24	711/2015/22180 RLL.- DERIVADO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES ZONA 1 (3ª/2015)	1825	1.825,04 €	0,4	03/12/2015	03/12/2015	1760
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201300363	711/2012/14158	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES DEL LOTE/ZONA 1 EN EL TÉRMINO MUNICIPAL DE MADRID.	Servicios	Negociado	170.	c)		32,43	U.T.E.  AROCA Y ASOCIADOS, S.L./AROCA ARQUITECTOS, S.L.P./MARÍA SANTÍSIMA DE ALBENDIN, S.L.P	U86661980	12/03/2013	17/04/2013	25	711/2015/23100 RLL.- CONTRATO DERIVADO DE SERVICIOS PARA REALIZACIÓN DE INSPECCIONES TÉCNICAS DE EDIFICIOS Y LA ELABORACIÓN DE LAS ACTAS CORRESPONDIENTES EN EJECUCIÓN SUBSIDIARIA ZONA 1 (NÚMERO 4/2015).	767	766,83 €	0,26	10/12/2015	15/12/2015	1761
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201500871	300/2015/00912	ACUERDO MARCO DE SERVICIOS PARA LA INSTALACIÓN, CONSERVACIÓN Y DESMONTAJE DEL ALUMBRADO ORNAMENTAL NAVIDEÑO DE MADRID PARA LAS NAVIDADES 2015/2016	Servicios	Abierto			Pluralidad de criterios	10	ILUMINACIONES XIMENEZ S.A.	A14041362	14/10/2015	04/11/2015	2	LOTE1.BASADO 1. ILUMINACIÖN  MEDIANTE ARCOS O MOTIVOS NAVIDEÑOS DE  LOS ESPACIOS : C/MAYOR, PLAZA MAYOR, ZONA CENTRO, CARRERA DE SAN JERÓNIMO Y OTROS..	425482	425.481,80 €	6	05/11/2015	06/11/2015	1762
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201500871	300/2015/00912	ACUERDO MARCO DE SERVICIOS PARA LA INSTALACIÓN, CONSERVACIÓN Y DESMONTAJE DEL ALUMBRADO ORNAMENTAL NAVIDEÑO DE MADRID PARA LAS NAVIDADES 2015/2016	Servicios	Abierto			Pluralidad de criterios	10	ILUMINACIONES XIMENEZ S.A.	A14041362	14/10/2015	04/11/2015	3	LOTE1.BASADO 3.  ILUMINACIÖN  MEDIANTE ARCOS O MOTIVOS NAVIDEÑOS DE  LOS ESPACIOS : BARRIO DE LAS LETRAS Y OTROS.	468047	468.046,82 €	6	06/11/2015	06/11/2015	1763
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201500871	300/2015/00912	ACUERDO MARCO DE SERVICIOS PARA LA INSTALACIÓN, CONSERVACIÓN Y DESMONTAJE DEL ALUMBRADO ORNAMENTAL NAVIDEÑO DE MADRID PARA LAS NAVIDADES 2015/2016	Servicios	Abierto			Pluralidad de criterios	10	ILUMINACIONES XIMENEZ S.A.	A14041362	14/10/2015	04/11/2015	4	LOTE1.BASADO 4. ILUMINACION NAVIDEÑA MEDIANTE CADENETAS EN LOS ÁRBOLES EN  LAS UBICACIONES DE CARRETERA DE CANILLAS, ALCALÁ, PASEO DE LA CASTELLANA Y OTROS.	369507	369.507,38 €	6	06/11/2015	06/11/2015	1764
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201500871	300/2015/00912	ACUERDO MARCO DE SERVICIOS PARA LA INSTALACIÓN, CONSERVACIÓN Y DESMONTAJE DEL ALUMBRADO ORNAMENTAL NAVIDEÑO DE MADRID PARA LAS NAVIDADES 2015/2016	Servicios	Abierto			Pluralidad de criterios	10	ILUMINACIONES XIMENEZ S.A.	A14041362	14/10/2015	04/11/2015	5	LOTE1.BASADO 5.  ILUMINACIÖN  MEDIANTE ARCOS O MOTIVOS NAVIDEÑOS DE  LOS ESPACIOS : ANTONIO LÓPEZ CALEIDOSCOPIO, ARENAL PRECIADOS Y CARMEN..	129905	129.904,89 €	6	24/11/2015	25/11/2015	1765
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201500871	300/2015/00912	ACUERDO MARCO DE SERVICIOS PARA LA INSTALACIÓN, CONSERVACIÓN Y DESMONTAJE DEL ALUMBRADO ORNAMENTAL NAVIDEÑO DE MADRID PARA LAS NAVIDADES 2015/2016	Servicios	Abierto			Pluralidad de criterios	10	ILUMINACIONES XIMENEZ S.A.	A14041362	14/10/2015	04/11/2015	6	LOTE2.BASADO 1. ILUMINACIÖN NAVIDEÑA MEDIANTE CEREZOS EN FLOR EN JUNTAS MUNICIPALES DE DISTRITO Y OTROS ESPACIOS.ILUMINACIÓN MEDIANTE ABETOS NAVIDEÑOS DE 16 Y 22 METROS EN RED DE SAN LUIS, PLAZA  DE SAN JUAN DE LA CRUZ Y OTROS..	171711	171.711,18 €	6	24/11/2015	25/11/2015	1766
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE	201500871	300/2015/00912	ACUERDO MARCO DE SERVICIOS PARA LA INSTALACIÓN, CONSERVACIÓN Y DESMONTAJE DEL ALUMBRADO ORNAMENTAL NAVIDEÑO DE MADRID PARA LAS NAVIDADES 2015/2016	Servicios	Abierto			Pluralidad de criterios	10	ILUMINACIONES XIMENEZ S.A.	A14041362	14/10/2015	04/11/2015	7	LOTE2.BASADO 2. ILUMINACIÓN NAVIDEÑA MEDIANTE UN ABETO DE 22 METROS EN LA PLAZA DE CALLAO.	26563	26.562,50 €	6	03/12/2015	04/12/2015	1767
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	24	CONTRATO DERIVADO ACTUACIONES PREVIAS EN CALLE FÚCAR, Nº 8 (EXPD 135/2012/00356 AM2-PA027)	17696	17.696,36 €	1	16/11/2015	24/11/2015	1768
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	25	ACTUACIONES PREVIAS EN EL EDIFICIO FRONTÓN BETI-JAI, SITO EN LA CALLE MARQUÉS DEL RISCAL, Nº 7 (CONTRATO DERIVADO AM2-PA028)	310134	310.134,43 €	5	16/11/2015	19/11/2015	1769
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	26	SUBSANACIÓN DE PATOLOGÍAS EN EL EDIFICIO CENTRO SOCIOCULTURAL JUVENIL MORATALAZ. CALLE DE FUENTE CARRANTONA 10C (CONTRATO DERIVADO AM2-PA021)	148141	148.141,29 €	4	16/11/2015	20/11/2015	1770
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	27	SUPRESIÓN DE BARRERAS ARQUITECTÓNICAS EN CEIP CARLOS V, EN CALLE VIRGEN DEL VAL, Nº 3	3824	3.824,24 €	0,66	05/11/2015	18/11/2015	1771
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	28	SUBSANACIÓN DE PATOLOGÍAS EN INTERIOR Y CUBIERTA DEL AULA DE LA NATURALEZA EN LA FINCA CINEA DE TRES CANTOS	35463	35.462,75 €	1,5	05/11/2015	18/11/2015	1772
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	29	CONTRATO DERIVADO SUBSANACIÓN DE PATOLOGÍAS EN LA BIBLIOTECA FRANCISCO AYALA EN CALLE INDALECIO PRIETO Nº 21, (EXPD 135/2012/00356-AM2-PA035)	299999	299.999,45 €	2	01/12/2015	04/12/2015	1773
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	30	SUBSANACIÓN DE PATOLOGÍAS DEL CAMPO DE FÚTBOL 11 C.D.M. LAS CRUCES (CONTRATO DERIVADO AM2-PA029)	348734	348.733,66 €	4	18/11/2015	25/11/2015	1774
Diciembre	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE ECONOMÍA Y HACIENDA	201300367	135/2012/00356	ACUERDO MARCO DE OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS DEMANIALES, PATRIMONIALES Y AQUELLOS QUE ESTEN SUJETOS A CUALQUIER TIPO DE USO DEL AYUNTAMIENTO DE MADRID	Obras	Abierto			Pluralidad de criterios	24	FERROVIAL AGROMAN S.A.	A28019206	13/06/2013	17/06/2013	31	SUBSANACIÓN DE PATOLOGÍA EN CUBIERTA DE EDIFICIO FACTORÍA INDUSTRIAL, EN C/ DEHESA VIEJA (EXPEDIENTE Nº: 135/2012/00356-AM2-PA032)	259485	259.485,23 €	3	04/12/2015	14/12/2015	1775
